contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
AAPL250228P00232500,2025-02-21 20:59:57+00:00,232.5,0.39,0.38,0.4,0.13999999,55.999992,3048,2398,0.2929758203124999,False,REGULAR,USD,Put
AAPL250228P00235000,2025-02-21 20:59:59+00:00,235.0,0.54,0.54,0.56,0.17000002,45.94595,12941,4751,0.274421318359375,False,REGULAR,USD,Put
AAPL250228P00237500,2025-02-21 20:59:58+00:00,237.5,0.81,0.79,0.82,0.22000003,37.28814,5224,3310,0.2585523364257813,False,REGULAR,USD,Put
AAPL250228P00240000,2025-02-21 20:59:57+00:00,240.0,1.18,1.17,1.2,0.21999997,22.916664,23297,5693,0.242195078125,False,REGULAR,USD,Put
AAPL250228P00242500,2025-02-21 20:59:52+00:00,242.5,1.78,1.74,1.8,0.24000001,15.584416,10186,3296,0.2291336853027344,False,REGULAR,USD,Put
AAPL250228P00245000,2025-02-21 20:59:58+00:00,245.0,2.63,2.57,2.65,0.23000002,9.583334,32187,8698,0.2153398779296875,False,REGULAR,USD,Put
AAPL250228P00247500,2025-02-21 20:59:40+00:00,247.5,3.85,3.75,3.9,0.25,6.9444447,16211,1244,0.20691711059570309,True,REGULAR,USD,Put
AAPL250228P00250000,2025-02-21 20:59:21+00:00,250.0,5.45,5.3,5.5,0.25,4.8076925,4649,2314,0.198250205078125,True,REGULAR,USD,Put
AAPL250228P00252500,2025-02-21 20:55:00+00:00,252.5,7.3,7.05,7.55,0.25,3.5460994,626,266,0.20410952148437497,True,REGULAR,USD,Put
AAPL250228P00255000,2025-02-21 20:52:50+00:00,255.0,9.5,9.25,9.9,-0.05000019,-0.5235622,1154,111,0.22852333984375,True,REGULAR,USD,Put
AAPL250228P00257500,2025-02-21 19:45:02+00:00,257.5,12.0,11.4,12.3,-0.10000038,-0.8264494,70,135,0.25196060546875,True,REGULAR,USD,Put
AAPL250228P00260000,2025-02-21 20:51:30+00:00,260.0,14.25,14.15,14.65,-0.3000002,-2.061857,1746,24,0.25586681640625003,True,REGULAR,USD,Put
AAPL250228P00265000,2025-02-21 20:13:21+00:00,265.0,19.4,18.95,19.75,-0.80999947,-4.007914,103,24,0.348639326171875,True,REGULAR,USD,Put
AAPL250228P00270000,2025-02-21 18:35:03+00:00,270.0,22.4,24.05,25.15,-2.9500008,-11.637083,61,0,0.5007374145507812,True,REGULAR,USD,Put
AAPL250228P00275000,2025-02-21 19:27:58+00:00,275.0,28.3,28.7,30.0,-1.3000011,-4.391896,60,10,0.5400436621093752,True,REGULAR,USD,Put
AAPL250228P00300000,2025-01-31 16:42:55+00:00,300.0,60.75,53.6,55.15,0.0,0.0,2,0,0.8818371191406249,True,REGULAR,USD,Put
